CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,Farmer_Age,Farm_Location,Farm_Size,Crop_Type,Annual_Income,Water_Bill,Fertilizer_Usage
SOYABEAN,DRY,SEMI HUMID,30-40,WINDY,8.6,37,Riyadh,10.5,Barley,82403,2868.59,464.6
SOYABEAN,DRY,SEMI HUMID,30-40,RAINY,0.8,60,Tabuk,6.09,Tomato,146346,3901.65,288.9
SOYABEAN,DRY,SEMI HUMID,40-50,NORMAL,8.55,42,Tabuk,11.9,Tomato,60405,6877.56,91.3
SOYABEAN,DRY,SEMI HUMID,40-50,SUNNY,10.05,37,Hail,4.88,Barley,82860,3257.78,289.0
SOYABEAN,DRY,SEMI HUMID,40-50,WINDY,9.5,35,Qassim,10.15,Wheat,139180,3689.91,431.5
SOYABEAN,DRY,SEMI HUMID,40-50,RAINY,0.55,64,Riyadh,7.53,Cucumber,42904,7617.03,90.4
SOYABEAN,DRY,HUMID,10-20,NORMAL,4.51,45,Jazan,6.2,Dates,151693,6507.12,483.5
SOYABEAN,DRY,HUMID,10-20,SUNNY,6.01,36,Jazan,4.55,Barley,149457,6962.72,346.6
SOYABEAN,DRY,HUMID,10-20,WINDY,5.51,51,Qassim,12.52,Wheat,152810,3116.7,91.3
SOYABEAN,DRY,HUMID,10-20,RAINY,0.1,63,Qassim,2.8,Tomato,144240,2946.82,259.4
SOYABEAN,DRY,HUMID,20-30,NORMAL,5.5,35,Hail,6.09,Dates,41570,2554.79,93.3
SOYABEAN,DRY,HUMID,20-30,SUNNY,7.0,43,Qassim,2.7,Barley,61508,2449.09,239.0
SOYABEAN,DRY,HUMID,20-30,WINDY,6.5,36,Qassim,4.62,Wheat,146424,2160.94,252.3
SOYABEAN,DRY,HUMID,20-30,RAINY,0.2,63,Al-Madinah,11.36,Barley,163286,7007.75,206.8
SOYABEAN,DRY,HUMID,30-40,NORMAL,6.5,63,Qassim,7.39,Tomato,176872,7322.38,60.1
SOYABEAN,DRY,HUMID,30-40,SUNNY,8.0,42,Jazan,3.59,Barley,72908,6259.39,353.0
SOYABEAN,DRY,HUMID,30-40,WINDY,7.5,59,Al-Ahsa,6.21,Cucumber,126309,5177.0,309.4
SOYABEAN,DRY,HUMID,30-40,RAINY,0.2,63,Riyadh,8.74,Dates,133006,8648.78,117.2
SOYABEAN,DRY,HUMID,40-50,NORMAL,7.8,57,Jazan,6.42,Dates,46548,4605.1,203.6
SOYABEAN,DRY,HUMID,40-50,SUNNY,9.3,50,Qassim,1.94,Barley,165756,6700.46,289.3
SOYABEAN,DRY,HUMID,40-50,WINDY,8.8,31,Jazan,1.0,Tomato,168173,2636.39,181.1
SOYABEAN,DRY,HUMID,40-50,RAINY,0.8,44,Hail,12.63,Cucumber,69021,7222.9,52.1
SOYABEAN,HUMID,DESERT,10-20,NORMAL,5.33,55,Jazan,1.61,Tomato,118993,7383.02,475.9
SOYABEAN,HUMID,DESERT,10-20,SUNNY,6.83,39,Tabuk,9.09,Wheat,63824,7216.72,358.7
SOYABEAN,HUMID,DESERT,10-20,WINDY,6.33,54,Tabuk,12.15,Barley,112149,5938.53,157.9
SOYABEAN,HUMID,DESERT,10-20,RAINY,0.5,40,Hail,5.69,Tomato,185327,7889.21,114.2
SOYABEAN,HUMID,DESERT,20-30,NORMAL,6.2,62,Jazan,9.82,Dates,56005,8051.46,271.1
SOYABEAN,HUMID,DESERT,20-30,SUNNY,7.7,38,Qassim,10.52,Cucumber,53490,1419.91,319.7
SOYABEAN,HUMID,DESERT,20-30,WINDY,7.2,34,Tabuk,2.9,Barley,165514,7449.29,396.8
SOYABEAN,HUMID,DESERT,20-30,RAINY,0.8,33,Al-Ahsa,8.9,Barley,83102,3635.82,124.3
SOYABEAN,HUMID,DESERT,30-40,NORMAL,7.4,53,Al-Ahsa,8.42,Tomato,121451,6476.1,260.2
SOYABEAN,HUMID,DESERT,30-40,SUNNY,8.9,48,Jazan,1.01,Wheat,147590,2890.2,79.8
SOYABEAN,HUMID,DESERT,30-40,WINDY,8.4,41,Hail,1.24,Barley,199796,8373.62,247.4
SOYABEAN,HUMID,DESERT,30-40,RAINY,0.8,31,Al-Madinah,11.48,Tomato,79852,3545.1,306.1
SOYABEAN,HUMID,DESERT,40-50,NORMAL,8.34,44,Tabuk,6.91,Tomato,79597,7757.37,200.6
SOYABEAN,HUMID,DESERT,40-50,SUNNY,9.85,43,Al-Ahsa,13.73,Dates,126452,3697.76,126.5
SOYABEAN,HUMID,DESERT,40-50,WINDY,7.35,52,Al-Ahsa,11.15,Tomato,149445,9756.95,390.3
SOYABEAN,HUMID,DESERT,40-50,RAINY,0.34,51,Al-Ahsa,14.38,Dates,57706,9642.5,238.9
SOYABEAN,HUMID,SEMI ARID,10-20,NORMAL,4.71,26,Qassim,14.35,Barley,135354,3481.21,158.7
SOYABEAN,HUMID,SEMI ARID,10-20,SUNNY,6.21,27,Riyadh,3.56,Cucumber,75144,2648.82,232.3
SOYABEAN,HUMID,SEMI ARID,10-20,WINDY,5.71,33,Hail,12.89,Dates,108392,4847.31,433.4
SOYABEAN,HUMID,SEMI ARID,10-20,RAINY,0.1,48,Al-Madinah,9.23,Wheat,95756,8353.53,262.4
SOYABEAN,HUMID,SEMI ARID,20-30,NORMAL,5.8,28,Hail,2.06,Cucumber,156998,3106.98,104.6
SOYABEAN,HUMID,SEMI ARID,20-30,SUNNY,7.3,38,Al-Ahsa,5.01,Cucumber,41284,6022.0,489.8
SOYABEAN,HUMID,SEMI ARID,20-30,WINDY,6.8,33,Riyadh,11.2,Cucumber,79911,8005.01,218.0
SOYABEAN,HUMID,SEMI ARID,20-30,RAINY,0.2,45,Qassim,9.51,Tomato,111721,8017.05,243.8
SOYABEAN,HUMID,SEMI ARID,30-40,NORMAL,6.6,32,Hail,10.15,Cucumber,175620,9641.49,79.7
SOYABEAN,HUMID,SEMI ARID,30-40,SUNNY,8.1,54,Hail,12.26,Barley,130393,5601.83,148.3
SOYABEAN,HUMID,SEMI ARID,30-40,WINDY,7.6,38,Qassim,12.88,Cucumber,179125,2656.1,445.3
SOYABEAN,HUMID,SEMI ARID,30-40,RAINY,0.5,46,Qassim,8.7,Cucumber,156885,4023.94,406.1
SOYABEAN,HUMID,SEMI ARID,40-50,NORMAL,7.9,38,Al-Madinah,13.65,Cucumber,54693,5833.96,479.7
SOYABEAN,HUMID,SEMI ARID,40-50,SUNNY,9.4,49,Hail,4.31,Tomato,113989,5460.39,302.0
SOYABEAN,HUMID,SEMI ARID,40-50,WINDY,8.9,62,Qassim,6.73,Wheat,82694,2267.38,63.3
SOYABEAN,HUMID,SEMI ARID,40-50,RAINY,0.6,34,Al-Ahsa,6.93,Dates,116378,9929.45,78.3
SOYABEAN,HUMID,SEMI HUMID,10-20,NORMAL,3.9,33,Al-Madinah,8.84,Cucumber,174221,6938.44,121.3
SOYABEAN,HUMID,SEMI HUMID,10-20,SUNNY,5.4,38,Hail,10.89,Wheat,184425,7772.0,215.4
SOYABEAN,HUMID,SEMI HUMID,10-20,WINDY,4.9,48,Tabuk,8.03,Tomato,49327,4635.53,61.7
SOYABEAN,HUMID,SEMI HUMID,10-20,RAINY,0.1,25,Al-Ahsa,2.45,Cucumber,194855,7472.5,455.3
SOYABEAN,HUMID,SEMI HUMID,20-30,NORMAL,4.9,56,Hail,14.41,Barley,77006,8053.56,286.0
SOYABEAN,HUMID,SEMI HUMID,20-30,SUNNY,6.4,28,Al-Ahsa,13.79,Barley,88434,2073.75,150.4
SOYABEAN,HUMID,SEMI HUMID,20-30,WINDY,5.9,37,Riyadh,5.9,Wheat,74960,5071.93,217.8
SOYABEAN,HUMID,SEMI HUMID,20-30,RAINY,0.1,61,Hail,10.42,Tomato,70013,4275.09,444.5
SOYABEAN,HUMID,SEMI HUMID,30-40,NORMAL,5.8,38,Qassim,10.02,Barley,190646,6192.81,145.1
SOYABEAN,HUMID,SEMI HUMID,30-40,SUNNY,7.3,34,Riyadh,7.52,Cucumber,55200,5825.15,158.9
SOYABEAN,HUMID,SEMI HUMID,30-40,WINDY,6.8,49,Riyadh,7.3,Barley,169903,3843.34,279.5
SOYABEAN,HUMID,SEMI HUMID,30-40,RAINY,0.3,52,Al-Ahsa,13.44,Cucumber,94161,2123.76,417.4
SOYABEAN,HUMID,SEMI HUMID,40-50,NORMAL,6.7,50,Riyadh,10.12,Tomato,135071,8681.06,468.6
SOYABEAN,HUMID,SEMI HUMID,40-50,SUNNY,8.2,64,Al-Ahsa,2.49,Tomato,122975,9284.96,267.4
SOYABEAN,HUMID,SEMI HUMID,40-50,WINDY,7.7,51,Hail,7.78,Barley,185709,5649.68,305.2
SOYABEAN,HUMID,SEMI HUMID,40-50,RAINY,0.4,52,Tabuk,13.06,Barley,77339,1911.28,333.9
SOYABEAN,HUMID,HUMID,10-20,NORMAL,2.8,52,Al-Madinah,0.61,Dates,134583,8276.02,440.7
SOYABEAN,HUMID,HUMID,10-20,SUNNY,4.3,41,Riyadh,11.9,Wheat,153286,7368.13,313.3
SOYABEAN,HUMID,HUMID,10-20,WINDY,3.8,39,Tabuk,7.98,Dates,118425,7234.54,163.1
SOYABEAN,HUMID,HUMID,10-20,RAINY,0.1,39,Hail,12.01,Barley,60915,4493.19,466.4
SOYABEAN,HUMID,HUMID,20-30,NORMAL,3.7,33,Hail,10.06,Cucumber,114853,5267.88,283.6
SOYABEAN,HUMID,HUMID,20-30,SUNNY,5.2,62,Al-Madinah,8.48,Cucumber,191177,1105.78,453.6
SOYABEAN,HUMID,HUMID,20-30,WINDY,4.7,52,Al-Madinah,13.15,Cucumber,140437,2609.5,347.6
SOYABEAN,HUMID,HUMID,20-30,RAINY,0.1,56,Jazan,2.6,Wheat,72580,5155.52,391.8
SOYABEAN,HUMID,HUMID,30-40,NORMAL,4.9,38,Tabuk,3.76,Dates,119870,1568.57,366.9
SOYABEAN,HUMID,HUMID,30-40,SUNNY,6.4,39,Al-Ahsa,13.63,Wheat,120813,8644.79,429.9
SOYABEAN,HUMID,HUMID,30-40,WINDY,5.9,62,Tabuk,7.11,Tomato,197914,8152.62,479.4
SOYABEAN,HUMID,HUMID,30-40,RAINY,0.5,58,Tabuk,11.79,Dates,136125,2056.57,288.9
SOYABEAN,HUMID,HUMID,40-50,NORMAL,5.8,27,Tabuk,5.4,Dates,180639,7381.49,164.5
SOYABEAN,HUMID,HUMID,40-50,SUNNY,7.3,30,Jazan,7.78,Dates,127788,6067.41,401.4
SOYABEAN,HUMID,HUMID,40-50,WINDY,6.8,61,Qassim,8.85,Wheat,147481,9784.58,197.8
SOYABEAN,HUMID,HUMID,40-50,RAINY,0.3,43,Riyadh,3.81,Dates,71498,3450.17,322.4
SOYABEAN,WET,DESERT,10-20,NORMAL,4.1,46,Al-Ahsa,2.51,Tomato,54626,6505.99,155.2
SOYABEAN,WET,DESERT,10-20,SUNNY,5.6,42,Al-Ahsa,9.88,Dates,65900,1147.99,462.7
SOYABEAN,WET,DESERT,10-20,WINDY,5.1,39,Tabuk,12.13,Barley,145886,8180.25,317.2
SOYABEAN,WET,DESERT,10-20,RAINY,0.1,53,Hail,6.96,Tomato,92576,8127.42,89.1
SOYABEAN,WET,DESERT,20-30,NORMAL,5.1,33,Qassim,10.75,Tomato,41185,2898.7,487.0
SOYABEAN,WET,DESERT,20-30,SUNNY,6.6,51,Hail,5.25,Tomato,130559,2003.92,214.9
SOYABEAN,WET,DESERT,20-30,WINDY,6.1,32,Jazan,12.96,Tomato,162095,7878.56,440.8
SOYABEAN,WET,DESERT,20-30,RAINY,0.4,54,Riyadh,3.72,Dates,124896,5548.98,194.9
SOYABEAN,WET,DESERT,30-40,NORMAL,6.2,34,Al-Madinah,6.17,Tomato,98634,3869.39,337.5
SOYABEAN,WET,DESERT,30-40,SUNNY,7.7,57,Jazan,12.61,Cucumber,107316,3507.5,417.5
SOYABEAN,WET,DESERT,30-40,WINDY,7.2,58,Al-Madinah,11.32,Cucumber,159608,5495.35,298.3
SOYABEAN,WET,DESERT,30-40,RAINY,0.5,50,Hail,9.46,Tomato,174206,4382.12,60.5
SOYABEAN,WET,DESERT,40-50,NORMAL,7.3,54,Al-Madinah,8.03,Tomato,166787,5470.64,458.8
SOYABEAN,WET,DESERT,40-50,SUNNY,8.8,42,Al-Madinah,9.71,Barley,90190,1798.1,78.4
SOYABEAN,WET,DESERT,40-50,WINDY,8.3,51,Jazan,13.01,Dates,133379,6165.38,175.2
SOYABEAN,WET,DESERT,40-50,RAINY,0.8,37,Al-Ahsa,14.79,Wheat,153390,3482.44,100.3
SOYABEAN,WET,SEMI ARID,10-20,NORMAL,3.5,60,Jazan,6.63,Wheat,44592,2143.96,214.7
SOYABEAN,WET,SEMI ARID,10-20,SUNNY,5.0,64,Riyadh,10.91,Wheat,101947,7663.02,198.2
SOYABEAN,WET,SEMI ARID,10-20,WINDY,4.5,39,Al-Madinah,11.1,Barley,176079,905.67,464.0
SOYABEAN,WET,SEMI ARID,10-20,RAINY,0.1,45,Al-Ahsa,7.7,Dates,158919,9621.92,498.4
SOYABEAN,WET,SEMI ARID,20-30,NORMAL,4.6,35,Jazan,7.67,Dates,148827,1397.35,153.6
SOYABEAN,WET,SEMI ARID,20-30,SUNNY,6.1,59,Hail,11.18,Dates,107172,3019.74,99.7
SOYABEAN,WET,SEMI ARID,20-30,WINDY,5.6,41,Jazan,9.06,Barley,98444,3202.73,218.5
SOYABEAN,WET,SEMI ARID,20-30,RAINY,0.2,63,Riyadh,12.13,Wheat,119575,4560.31,483.6
SOYABEAN,WET,SEMI ARID,30-40,NORMAL,5.7,34,Tabuk,2.61,Tomato,72887,3308.36,242.6
SOYABEAN,WET,SEMI ARID,30-40,SUNNY,7.2,38,Al-Ahsa,1.26,Wheat,169446,8117.84,233.2
SOYABEAN,WET,SEMI ARID,30-40,WINDY,6.7,28,Tabuk,14.37,Tomato,109291,7767.0,244.0
SOYABEAN,WET,SEMI ARID,30-40,RAINY,0.3,61,Al-Madinah,3.89,Dates,49483,2990.22,382.5
SOYABEAN,WET,SEMI ARID,40-50,NORMAL,6.6,61,Tabuk,14.56,Tomato,143263,5157.07,207.7
SOYABEAN,WET,SEMI ARID,40-50,SUNNY,8.1,34,Jazan,5.19,Barley,94923,3867.73,352.8
SOYABEAN,WET,SEMI ARID,40-50,WINDY,7.6,46,Riyadh,3.46,Wheat,139268,7332.39,477.1
SOYABEAN,WET,SEMI ARID,40-50,RAINY,0.5,30,Riyadh,8.6,Cucumber,151149,4583.99,286.2
SOYABEAN,WET,SEMI HUMID,10-20,NORMAL,2.6,27,Al-Madinah,12.36,Wheat,165098,7460.22,252.9
SOYABEAN,WET,SEMI HUMID,10-20,SUNNY,4.1,29,Hail,3.59,Dates,61065,4793.95,221.6
SOYABEAN,WET,SEMI HUMID,10-20,WINDY,3.6,49,Al-Ahsa,12.23,Wheat,153586,6840.86,171.5
SOYABEAN,WET,SEMI HUMID,10-20,RAINY,0.1,49,Al-Ahsa,7.58,Dates,50128,8351.7,287.3
SOYABEAN,WET,SEMI HUMID,20-30,NORMAL,3.6,51,Jazan,12.94,Wheat,136048,1138.93,452.3
SOYABEAN,WET,SEMI HUMID,20-30,SUNNY,5.1,53,Jazan,8.35,Wheat,140077,5044.43,420.8
SOYABEAN,WET,SEMI HUMID,20-30,WINDY,4.6,44,Jazan,13.86,Cucumber,189328,1556.81,115.8
SOYABEAN,WET,SEMI HUMID,20-30,RAINY,0.1,44,Al-Madinah,13.0,Barley,52260,5070.22,218.0
SOYABEAN,WET,SEMI HUMID,30-40,NORMAL,4.7,53,Jazan,5.79,Barley,150246,2352.41,85.8
SOYABEAN,WET,SEMI HUMID,30-40,SUNNY,6.2,32,Jazan,10.44,Barley,170647,4812.55,381.9
SOYABEAN,WET,SEMI HUMID,30-40,WINDY,5.7,35,Al-Madinah,5.77,Dates,46652,3991.27,157.7
SOYABEAN,WET,SEMI HUMID,30-40,RAINY,0.1,32,Riyadh,6.46,Cucumber,101667,5133.13,497.5
SOYABEAN,WET,SEMI HUMID,40-50,NORMAL,5.6,63,Jazan,11.44,Barley,103261,5662.0,489.3
SOYABEAN,WET,SEMI HUMID,40-50,SUNNY,7.1,26,Tabuk,3.16,Cucumber,181049,2847.5,256.0
SOYABEAN,WET,SEMI HUMID,40-50,WINDY,6.6,37,Al-Madinah,4.45,Tomato,103454,1698.45,414.4
SOYABEAN,WET,SEMI HUMID,40-50,RAINY,0.3,50,Jazan,14.42,Cucumber,140125,1270.3,60.0
SOYABEAN,WET,HUMID,10-20,NORMAL,1.64,58,Qassim,6.99,Tomato,125232,4660.14,443.6
SOYABEAN,WET,HUMID,10-20,SUNNY,3.14,53,Al-Madinah,2.61,Barley,115606,4368.9,308.0
SOYABEAN,WET,HUMID,10-20,WINDY,2.6,44,Al-Ahsa,11.43,Cucumber,105782,4811.43,333.9
SOYABEAN,WET,HUMID,10-20,RAINY,0.1,53,Hail,8.52,Dates,99638,8628.11,325.9
SOYABEAN,WET,HUMID,20-30,NORMAL,2.6,51,Tabuk,5.81,Barley,53542,4545.93,132.4
SOYABEAN,WET,HUMID,20-30,SUNNY,4.1,47,Al-Madinah,11.76,Tomato,104403,6378.32,232.2
SOYABEAN,WET,HUMID,20-30,WINDY,3.6,34,Qassim,9.02,Dates,74480,6902.88,424.3
SOYABEAN,WET,HUMID,20-30,RAINY,0.1,49,Al-Madinah,4.82,Cucumber,85688,802.95,379.4
SOYABEAN,WET,HUMID,30-40,NORMAL,3.7,64,Hail,11.16,Dates,171061,6000.86,402.6
SOYABEAN,WET,HUMID,30-40,SUNNY,5.2,26,Al-Ahsa,11.17,Dates,65188,4312.08,206.6
SOYABEAN,WET,HUMID,30-40,WINDY,4.6,53,Jazan,1.36,Dates,104417,7041.34,488.4
SOYABEAN,WET,HUMID,30-40,RAINY,0.1,35,Jazan,8.39,Wheat,156497,6664.42,68.9
SOYABEAN,WET,HUMID,40-50,NORMAL,4.6,25,Al-Madinah,3.27,Tomato,75055,1360.66,307.8
SOYABEAN,WET,HUMID,40-50,SUNNY,6.1,47,Al-Madinah,11.63,Cucumber,125406,1428.36,202.4
SOYABEAN,WET,HUMID,40-50,WINDY,5.6,30,Al-Madinah,9.99,Dates,183996,3243.3,172.1
SOYABEAN,WET,HUMID,40-50,RAINY,0.1,41,Riyadh,3.47,Cucumber,47068,3869.95,237.8
CABBAGE,DRY,DESERT,10-20,NORMAL,5.5,45,Qassim,8.99,Tomato,104265,5031.51,246.7
CABBAGE,DRY,DESERT,10-20,SUNNY,7.0,60,Al-Ahsa,11.52,Tomato,118525,5563.89,235.2
CABBAGE,DRY,DESERT,10-20,WINDY,6.5,31,Hail,10.94,Tomato,114009,1853.74,262.5
CABBAGE,DRY,DESERT,10-20,RAINY,0.2,64,Jazan,4.62,Wheat,52565,5104.75,346.0
CABBAGE,DRY,DESERT,20-30,NORMAL,6.5,44,Jazan,9.67,Tomato,142822,5847.45,291.8
CABBAGE,DRY,DESERT,20-30,SUNNY,8.0,45,Jazan,14.53,Wheat,141930,1918.22,336.4
CABBAGE,DRY,DESERT,20-30,WINDY,7.5,61,Riyadh,6.92,Barley,121212,7421.16,446.5
CABBAGE,DRY,DESERT,20-30,RAINY,0.5,53,Riyadh,5.85,Barley,180500,1492.55,360.3
CABBAGE,DRY,DESERT,30-40,NORMAL,7.0,33,Al-Ahsa,10.99,Barley,108038,6064.31,485.1
CABBAGE,DRY,DESERT,30-40,SUNNY,8.5,53,Al-Madinah,8.7,Dates,58696,4320.44,469.0
CABBAGE,DRY,DESERT,30-40,WINDY,8.0,31,Qassim,7.88,Cucumber,147418,3805.66,330.3
CABBAGE,DRY,DESERT,30-40,RAINY,0.8,64,Al-Madinah,9.97,Wheat,58605,7533.03,151.8
CABBAGE,DRY,DESERT,40-50,NORMAL,8.6,63,Jazan,12.41,Dates,116250,4892.84,249.2
CABBAGE,DRY,DESERT,40-50,SUNNY,10.1,53,Hail,0.58,Tomato,146185,6043.55,458.9
CABBAGE,DRY,DESERT,40-50,WINDY,9.6,54,Qassim,9.55,Dates,57142,9620.58,167.1
CABBAGE,DRY,DESERT,40-50,RAINY,0.6,26,Al-Madinah,10.31,Tomato,97203,1747.21,377.7
CABBAGE,DRY,SEMI ARID,10-20,NORMAL,5.05,59,Tabuk,12.22,Cucumber,138113,9592.99,318.2
CABBAGE,DRY,SEMI ARID,10-20,SUNNY,6.55,39,Tabuk,2.07,Tomato,123712,2062.05,263.3
CABBAGE,DRY,SEMI ARID,10-20,WINDY,6.05,25,Tabuk,11.14,Cucumber,45101,4148.55,225.3
CABBAGE,DRY,SEMI ARID,10-20,RAINY,0.5,46,Al-Ahsa,9.93,Cucumber,97713,7508.26,272.5
CABBAGE,DRY,SEMI ARID,20-30,NORMAL,6.0,61,Riyadh,5.51,Barley,179601,4290.32,298.4
CABBAGE,DRY,SEMI ARID,20-30,SUNNY,7.5,32,Jazan,1.04,Cucumber,110789,3755.35,401.3
CABBAGE,DRY,SEMI ARID,20-30,WINDY,7.0,30,Al-Madinah,9.13,Cucumber,150363,5324.64,446.4
CABBAGE,DRY,SEMI ARID,20-30,RAINY,0.5,60,Tabuk,12.97,Wheat,175376,963.91,288.8
CABBAGE,DRY,SEMI ARID,30-40,NORMAL,7.1,64,Jazan,12.37,Dates,60497,3569.01,190.1
CABBAGE,DRY,SEMI ARID,30-40,SUNNY,8.6,48,Al-Madinah,11.96,Dates,130019,5368.37,66.9
CABBAGE,DRY,SEMI ARID,30-40,WINDY,8.1,36,Jazan,11.3,Barley,175107,4475.47,85.2
CABBAGE,DRY,SEMI ARID,30-40,RAINY,0.8,59,Hail,3.38,Tomato,63828,8863.23,162.6
CABBAGE,DRY,SEMI ARID,40-50,NORMAL,8.0,60,Qassim,4.01,Dates,161013,3964.93,154.4
CABBAGE,DRY,SEMI ARID,40-50,SUNNY,9.5,40,Jazan,2.27,Dates,71230,2311.3,103.5
CABBAGE,DRY,SEMI ARID,40-50,WINDY,9.0,53,Riyadh,5.09,Cucumber,78298,7348.22,236.6
CABBAGE,DRY,SEMI ARID,40-50,RAINY,0.8,55,Qassim,4.26,Wheat,83852,6150.62,208.8
CABBAGE,DRY,SEMI HUMID,10-20,NORMAL,4.4,57,Al-Madinah,11.15,Tomato,177920,7958.96,76.4
CABBAGE,DRY,SEMI HUMID,10-20,SUNNY,5.9,58,Qassim,2.85,Wheat,146834,4573.5,288.6
CABBAGE,DRY,SEMI HUMID,10-20,WINDY,5.5,55,Al-Ahsa,7.27,Wheat,126506,4899.45,361.9
CABBAGE,DRY,SEMI HUMID,10-20,RAINY,0.2,61,Tabuk,7.91,Wheat,187967,8935.71,140.8
CABBAGE,DRY,SEMI HUMID,20-30,NORMAL,5.3,50,Tabuk,6.39,Tomato,83091,1728.9,455.6
CABBAGE,DRY,SEMI HUMID,20-30,SUNNY,6.8,42,Al-Ahsa,7.32,Barley,137515,1959.67,338.4
CABBAGE,DRY,SEMI HUMID,20-30,WINDY,6.3,35,Jazan,11.34,Wheat,45691,8911.71,294.9
CABBAGE,DRY,SEMI HUMID,20-30,RAINY,0.3,58,Al-Ahsa,12.72,Wheat,197190,1104.73,151.0
CABBAGE,DRY,SEMI HUMID,30-40,NORMAL,6.2,48,Hail,11.22,Wheat,90664,2851.2,451.0
CABBAGE,DRY,SEMI HUMID,30-40,SUNNY,7.7,63,Al-Ahsa,4.51,Wheat,88039,6911.52,188.2
CABBAGE,DRY,SEMI HUMID,30-40,WINDY,7.2,28,Hail,8.16,Dates,83017,985.43,180.0
CABBAGE,DRY,SEMI HUMID,30-40,RAINY,0.5,50,Riyadh,13.42,Barley,83775,6107.87,160.5
CABBAGE,DRY,SEMI HUMID,40-50,NORMAL,7.5,51,Qassim,11.52,Cucumber,60756,8706.46,388.3
CABBAGE,DRY,SEMI HUMID,40-50,SUNNY,9.0,64,Jazan,0.8,Tomato,128332,884.76,112.3
CABBAGE,DRY,SEMI HUMID,40-50,WINDY,8.5,62,Tabuk,6.72,Barley,141096,9733.55,483.4
CABBAGE,DRY,SEMI HUMID,40-50,RAINY,0.8,48,Al-Ahsa,3.31,Tomato,49555,9826.06,221.9
CABBAGE,DRY,HUMID,10-20,NORMAL,3.6,37,Hail,7.19,Dates,150650,4014.95,477.9
CABBAGE,DRY,HUMID,10-20,SUNNY,5.1,27,Qassim,11.63,Tomato,89412,4147.72,269.2
CABBAGE,DRY,HUMID,10-20,WINDY,4.6,38,Qassim,6.15,Dates,52553,7048.6,363.3
CABBAGE,DRY,HUMID,10-20,RAINY,0.1,30,Tabuk,11.6,Tomato,125819,4616.16,179.1
CABBAGE,DRY,HUMID,20-30,NORMAL,4.5,33,Al-Ahsa,3.28,Dates,148357,6609.57,220.5
CABBAGE,DRY,HUMID,20-30,SUNNY,6.0,47,Riyadh,11.08,Barley,118824,1879.16,146.6
CABBAGE,DRY,HUMID,20-30,WINDY,5.5,54,Al-Madinah,2.13,Tomato,142894,7020.18,243.2
CABBAGE,DRY,HUMID,20-30,RAINY,0.2,62,Al-Ahsa,3.24,Tomato,49981,6496.08,229.6
CABBAGE,DRY,HUMID,30-40,NORMAL,5.6,41,Jazan,13.11,Barley,97619,1487.96,333.3
CABBAGE,DRY,HUMID,30-40,SUNNY,7.1,47,Al-Ahsa,0.59,Cucumber,91530,1548.09,253.2
CABBAGE,DRY,HUMID,30-40,WINDY,6.6,53,Hail,8.57,Tomato,178263,1995.46,451.6
CABBAGE,DRY,HUMID,30-40,RAINY,0.2,60,Jazan,3.77,Cucumber,187158,5161.74,452.5
CABBAGE,DRY,HUMID,40-50,NORMAL,6.6,25,Hail,14.22,Wheat,124896,3441.54,383.8
CABBAGE,DRY,HUMID,40-50,SUNNY,8.1,58,Riyadh,6.49,Cucumber,163048,9590.04,362.2
CABBAGE,DRY,HUMID,40-50,WINDY,7.6,30,Jazan,7.76,Cucumber,57798,8431.86,130.0
CABBAGE,DRY,HUMID,40-50,RAINY,0.5,50,Riyadh,7.0,Tomato,62178,3878.89,369.4
CABBAGE,HUMID,DESERT,10-20,NORMAL,4.2,27,Qassim,9.12,Barley,151849,8255.51,303.8
CABBAGE,HUMID,DESERT,10-20,SUNNY,5.7,29,Al-Ahsa,4.8,Wheat,155550,3730.03,77.6
CABBAGE,HUMID,DESERT,10-20,WINDY,5.2,58,Jazan,8.91,Cucumber,170192,5239.05,259.0
CABBAGE,HUMID,DESERT,10-20,RAINY,0.2,56,Jazan,7.91,Dates,137635,1533.74,384.7
CABBAGE,HUMID,DESERT,20-30,NORMAL,5.3,56,Al-Madinah,3.75,Tomato,170246,4483.03,367.7
CABBAGE,HUMID,DESERT,20-30,SUNNY,6.8,64,Hail,0.56,Dates,60557,7916.27,191.6
CABBAGE,HUMID,DESERT,20-30,WINDY,6.3,58,Hail,11.4,Barley,199368,4822.16,230.9
CABBAGE,HUMID,DESERT,20-30,RAINY,0.3,39,Al-Ahsa,12.53,Cucumber,148419,1098.52,196.5
CABBAGE,HUMID,DESERT,30-40,NORMAL,6.2,46,Hail,13.08,Dates,167903,4959.45,312.9
CABBAGE,HUMID,DESERT,30-40,SUNNY,7.7,36,Hail,5.1,Dates,188418,8666.12,422.6
CABBAGE,HUMID,DESERT,30-40,WINDY,7.2,44,Riyadh,6.2,Barley,97811,1525.11,477.8
CABBAGE,HUMID,DESERT,30-40,RAINY,0.5,49,Qassim,14.76,Cucumber,140833,9982.44,489.7
CABBAGE,HUMID,DESERT,40-50,NORMAL,7.4,34,Tabuk,8.86,Cucumber,135412,8300.73,186.1
CABBAGE,HUMID,DESERT,40-50,SUNNY,8.9,55,Al-Ahsa,2.57,Cucumber,52986,5087.73,172.4
